url	http	redirects	final_url	bytes	title	description	og_title	og_image	canonical	robots	h1_count	jsonld
/departments/ARCH/labs	200	0		44679	Architecture &amp; Design — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Architecture &amp; Design.	Architecture &amp; Design — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/ARCH/staff	200	0		84396	Architecture &amp; Design — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Architecture &amp; Design.	Architecture &amp; Design — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/ASH01	200	0		33894	Applied Science &amp; Humanities — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Applied Science &amp; Humanities.	Applied Science &amp; Humanities — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/ASH01/achievements	200	0		33737	Applied Science &amp; Humanities — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Applied Science &amp; Humanities.	Applied Science &amp; Humanities — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/ASH01/activities	200	0		36771	Applied Science &amp; Humanities — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Applied Science &amp; Humanities.	Applied Science &amp; Humanities — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/ASH01/labs	200	0		33284	Applied Science &amp; Humanities — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Applied Science &amp; Humanities.	Applied Science &amp; Humanities — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/ASH01/staff	200	0		33503	Applied Science &amp; Humanities — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Applied Science &amp; Humanities.	Applied Science &amp; Humanities — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CA	200	0		41973	Computer Applications — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Applications.	Computer Applications — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CA/achievements	200	0		40128	Computer Applications — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Applications.	Computer Applications — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CA/activities	200	0		43161	Computer Applications — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Applications.	Computer Applications — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CA/labs	200	0		39672	Computer Applications — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Applications.	Computer Applications — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CA/staff	200	0		63967	Computer Applications — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Applications.	Computer Applications — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CE	200	0		49677	Computer Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Engineering.	Computer Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CE/achievements	200	0		47003	Computer Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Engineering.	Computer Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CE/activities	200	0		50036	Computer Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Engineering.	Computer Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CE/labs	200	0		46547	Computer Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Engineering.	Computer Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CE/staff	200	0		97172	Computer Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Engineering.	Computer Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CIV	200	0		41686	Civil Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Civil Engineering.	Civil Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CIV/achievements	200	0		39835	Civil Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Civil Engineering.	Civil Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CIV/activities	200	0		42869	Civil Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Civil Engineering.	Civil Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CIV/labs	200	0		39382	Civil Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Civil Engineering.	Civil Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CIV/staff	200	0		59235	Civil Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Civil Engineering.	Civil Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CSD	200	0		38876	Computer Science &amp; Design — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Science &amp; Design.	Computer Science &amp; Design — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CSD/achievements	200	0		37911	Computer Science &amp; Design — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Science &amp; Design.	Computer Science &amp; Design — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CSD/activities	200	0		40945	Computer Science &amp; Design — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Science &amp; Design.	Computer Science &amp; Design — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CSD/labs	200	0		37458	Computer Science &amp; Design — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Science &amp; Design.	Computer Science &amp; Design — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/CSD/staff	200	0		52198	Computer Science &amp; Design — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Science &amp; Design.	Computer Science &amp; Design — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/EC	200	0		38586	Electronics &amp; Communication — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Electronics &amp; Communication.	Electronics &amp; Communication — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/EC/achievements	200	0		37623	Electronics &amp; Communication — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Electronics &amp; Communication.	Electronics &amp; Communication — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/EC/activities	200	0		40657	Electronics &amp; Communication — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Electronics &amp; Communication.	Electronics &amp; Communication — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/EC/labs	200	0		37170	Electronics &amp; Communication — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Electronics &amp; Communication.	Electronics &amp; Communication — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/EC/staff	200	0		49400	Electronics &amp; Communication — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Electronics &amp; Communication.	Electronics &amp; Communication — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/EE	200	0		41888	Electrical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Electrical Engineering.	Electrical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/EE/achievements	200	0		40938	Electrical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Electrical Engineering.	Electrical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/EE/activities	200	0		43971	Electrical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Electrical Engineering.	Electrical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/EE/labs	200	0		40482	Electrical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Electrical Engineering.	Electrical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/EE/staff	200	0		66279	Electrical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Electrical Engineering.	Electrical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/GN	200	0		43314	General Nursing — SVIT Group	Programs, faculty, achievements and industry activities at the Department of General Nursing.	General Nursing — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/GN/achievements	200	0		42388	General Nursing — SVIT Group	Programs, faculty, achievements and industry activities at the Department of General Nursing.	General Nursing — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/GN/activities	200	0		45421	General Nursing — SVIT Group	Programs, faculty, achievements and industry activities at the Department of General Nursing.	General Nursing — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/GN/labs	200	0		41932	General Nursing — SVIT Group	Programs, faculty, achievements and industry activities at the Department of General Nursing.	General Nursing — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/GN/staff	200	0		68673	General Nursing — SVIT Group	Programs, faculty, achievements and industry activities at the Department of General Nursing.	General Nursing — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/IT	200	0		45716	Information Technology — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Information Technology.	Information Technology — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/IT/achievements	200	0		44955	Information Technology — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Information Technology.	Information Technology — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/IT/activities	200	0		47009	Information Technology — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Information Technology.	Information Technology — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/IT/labs	200	0		43520	Information Technology — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Information Technology.	Information Technology — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/IT/staff	200	0		82403	Information Technology — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Information Technology.	Information Technology — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/MBA	200	0		37791	Management Studies — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Management Studies.	Management Studies — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/MBA/achievements	200	0		36856	Management Studies — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Management Studies.	Management Studies — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/MBA/activities	200	0		39890	Management Studies — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Management Studies.	Management Studies — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/MBA/labs	200	0		36403	Management Studies — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Management Studies.	Management Studies — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/MBA/staff	200	0		47839	Management Studies — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Management Studies.	Management Studies — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/MCA	200	0		38862	Computer Applications (PG) test1234567890 — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Applications (PG) test1234567890.	Computer Applications (PG) test1234567890 — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/MCA/achievements	200	0		37881	Computer Applications (PG) test1234567890 — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Applications (PG) test1234567890.	Computer Applications (PG) test1234567890 — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/MCA/activities	200	0		40915	Computer Applications (PG) test1234567890 — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Applications (PG) test1234567890.	Computer Applications (PG) test1234567890 — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/MCA/labs	200	0		37428	Computer Applications (PG) test1234567890 — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Applications (PG) test1234567890.	Computer Applications (PG) test1234567890 — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/MCA/staff	200	0		50981	Computer Applications (PG) test1234567890 — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Computer Applications (PG) test1234567890.	Computer Applications (PG) test1234567890 — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/ME	200	0		41968	Mechanical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Mechanical Engineering.	Mechanical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/ME/achievements	200	0		41018	Mechanical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Mechanical Engineering.	Mechanical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/ME/activities	200	0		44051	Mechanical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Mechanical Engineering.	Mechanical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/ME/labs	200	0		40562	Mechanical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Mechanical Engineering.	Mechanical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/ME/staff	200	0		67274	Mechanical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Mechanical Engineering.	Mechanical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/downloads	200	0		37085	Downloads — SVIT Vasad	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/gallery	200	0		27951	Gallery — SVIT Vasad	Photo gallery of SVIT Vasad campus, events, and student work.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/gallery/a1000000-0000-0000-0000-000000000001	200	0		108543	Gallery — SVIT Vasad	Photo gallery of SVIT Vasad campus, events, and student work.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/gallery/a2000000-0000-0000-0000-000000000002	200	0		176025	Gallery — SVIT Vasad	Photo gallery of SVIT Vasad campus, events, and student work.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/grievance	200	0		27671	Grievance Redressal — SVIT Vasad	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/news	200	0		46279	News &amp; Events — SVIT Vasad	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/parents	200	0		29840	For Parents — SVIT Vasad	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/placement	200	0		83286	Training &amp; Placement Cell — SVIT Group of Institutions	Placement outcomes, recruiting partners, year-on-year trends, and student achievements across SVIT engineering, architecture, computer applications, and nursing.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/placement/svica	200	1	/placement	83286	Training &amp; Placement Cell — SVIT Group of Institutions	Placement outcomes, recruiting partners, year-on-year trends, and student achievements across SVIT engineering, architecture, computer applications, and nursing.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/placement/svion	200	1	/placement	83286	Training &amp; Placement Cell — SVIT Group of Institutions	Placement outcomes, recruiting partners, year-on-year trends, and student achievements across SVIT engineering, architecture, computer applications, and nursing.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/placement/svit-coa	200	1	/placement	83286	Training &amp; Placement Cell — SVIT Group of Institutions	Placement outcomes, recruiting partners, year-on-year trends, and student achievements across SVIT engineering, architecture, computer applications, and nursing.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/placement/svit-degree	200	1	/placement	83286	Training &amp; Placement Cell — SVIT Group of Institutions	Placement outcomes, recruiting partners, year-on-year trends, and student achievements across SVIT engineering, architecture, computer applications, and nursing.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/0f34407e-25f1-43be-9e90-a8db6f0ec6db	200	0		27363	Diploma in Electrical Engineering — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/28f6f3db-4c83-4a07-941b-9198203eb5e5	200	0		28335	Bachelor of Architecture — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/3268af1d-7509-4515-9d06-68e6cd3b6111	200	0		28531	Bachelor of Engineering in Computer Science &amp; Design Engineering — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/3893a1f8-0783-44cf-927e-6cb8aaf1a066	200	0		27411	Diploma in Information Technology Engineering — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/3fe0c98d-3c51-4a33-9619-6336467dbfdb	200	0		28376	Bachelor in Computer Applications (BCA) — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/42440019-fdb5-4e52-b0a5-f88fb2bfeb38	200	0		28315	Bachelor in Science, IT — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/444d9224-696b-4eb1-9524-ae2b0b29e0c2	200	0		27472	BBA — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/478cec37-89db-4a0b-860e-3d8a325a10fd	200	0		28310	General Nursing &amp; Midwifery — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/50bdea39-b191-49d3-8362-25e6500065ef	200	0		28320	Diploma in Architecture — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/59763fea-0728-427e-9189-c09030a2869a	200	0		28356	Master of Engineering in Software — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/624e823a-d056-4d5d-8595-443a8a2488df	200	0		27543	Diploma Engineering — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/6a4ba8cb-a83e-4b2a-aae8-f0493f17fe1f	200	0		27546	Architecture — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/785fbd76-ce34-4ada-9f2a-976a26c912a6	200	0		28412	Bachelor of Engineering in Computer Engineering — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/937854c7-70a4-473b-b22a-25d9e161a372	200	0		28448	Bachelor of Engineering in Aeronautical Engineering — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/9485ad5c-30c2-42ff-8bd4-497f89497ab1	200	0		28545	Bachelor of Engineering in Electronics &amp; Communication Engineering — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/97539319-07c8-438d-84ff-51262628119e	200	0		28329	M.Tech Computer Engineering — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/98c69baa-cca4-4467-9a9d-470079dd6bb5	200	0		28431	Master of Computer Applications — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/9f2c2281-2a70-4911-9fdd-6fd336b91635	200	0		27501	MBA — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/9fe7312c-6976-473e-8443-4ac79e5b2e91	200	0		27363	Diploma in Mechanical Engineering — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/aa04745e-d908-4fa6-a977-db83765ea885	200	0		28478	Bachelor of Engineering in Information Technology Engineering — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/ab849207-f99d-4f90-8767-508ef68bbb3b	200	0		27492	MCA — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/programs/afc6f862-d524-401b-97d1-9627fccacd14	200	0		28430	Bachelor of Engineering in Mechanical Engineering — SVIT Group	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
